scenario_id,K,B,lambda,rho,mu_vm,mu_container,stage_capacity_ratio,holding_vm,holding_container,blocking_cost,states,full_state_optimal_gain,jsq_uniform_tie_gain,jsq_uniform_tie_relative_gap,jsq_lowest_index_gain,jsq_lowest_index_relative_gap,rz_candidate_gain,rz_candidate_relative_gap,candidate_observation_gap_upper,candidate_observation_share_upper,uniform_rule_gap_lower,uniform_rule_share_lower,candidate_decomposition_error,rz_globally_certified,rz_global_bound_relative_gap,rz_strictly_randomized_observations,rz_decision_observations,rz_start_count,rz_successful_start_count,rz_best_gain_start_count,rz_distinct_final_gain_count,rz_final_gain_range,rz_best_start_name,rz_projected_gradient_residual,rz_gain_evaluation_error,rz_fast_generator_residual,rz_poisson_residual,rz_independent_generator_residual,rz_independent_poisson_gain_error,rz_independent_cost_decomposition_error,rz_reflection_gain_error,rz_all_runs_no_worse_than_starts,rz_polishing_run_count,dz_solved,dz_gain,dz_relative_gap,rz_improvement_over_dz,rvi_span_residual,bellman_residual,check_checked_uniformized_rows,check_minimum_transition_probability,check_maximum_row_sum_error,check_rvi_stationary_gain_error,check_stationary_generator_residual,check_stationary_poisson_gain_error,check_arrival_promotion_flow_error,check_promotion_departure_flow_error,check_cost_decomposition_error
K2_B4_lambda0p75_rho0p75_muvm0p5_muc1_hvm1_hc1_cb10,2,4,0.75,0.75,0.5,1.0,0.25,1.0,1.0,10.0,225,4.03464569670953,4.12504581408194,0.02240596180381725,4.122188253566856,0.02169770617745227,4.121976678651715,0.02164526664966099,0.08733098194218503,0.9660494309141121,0.0030691354302243568,0.033950569085887866,0.0,False,0.02164526664966099,2,36,22,22,6,12,0.0030691354301932705,random_06,2.6462410041006024e-10,2.042810365310288e-14,3.434752482434078e-16,1.6253665080512292e-13,2.671474153004283e-16,1.3322676295501878e-13,0.0,2.6645352591003757e-15,True,0,False,,,,9.904965736495797e-12,9.64739399478276e-12,369,0.0,1.1102230246251565e-16,1.3455014880037197e-11,4.475586568020162e-16,2.0161650127192843e-13,1.1102230246251565e-16,2.220446049250313e-16,0.0
K2_B4_lambda1_rho1_muvm0p5_muc1_hvm1_hc1_cb10,2,4,1.0,1.0,0.5,1.0,0.25,1.0,1.0,10.0,225,7.1224680097146935,7.192882626584793,0.009886266498362278,7.192138196462319,0.009781747935209962,7.1917228474188635,0.00972343260927389,0.06925483770416996,0.9835292838691572,0.0011597791659294643,0.01647071613084283,0.0,False,0.00972343260927389,3,36,22,22,10,10,0.0011597791659321288,random_04,3.372741530505152e-10,7.105427357601002e-15,1.9949319973733282e-16,1.376676550535194e-13,9.71445146547012e-17,2.1671553440683056e-13,8.881784197001252e-16,4.440892098500626e-15,True,0,False,,,,9.976020010071807e-12,9.720446669803096e-12,369,0.0,2.220446049250313e-16,2.9172220195050613e-11,2.0122792321330962e-16,1.794120407794253e-13,4.440892098500626e-16,5.551115123125783e-16,8.881784197001252e-16
K2_B4_lambda1p5_rho1p5_muvm0p5_muc1_hvm1_hc1_cb10,2,4,1.5,1.5,0.5,1.0,0.25,1.0,1.0,10.0,225,13.385654342676863,13.400049546591244,0.0010754202630561965,13.40024219510319,0.001089812425517061,13.399997497132803,0.0010715318122484453,0.01434315445593981,0.9963842500078055,5.204945844106135e-05,0.003615749992194533,0.0,False,0.0010715318122484453,3,36,22,22,14,10,5.204945843217956e-05,random_01_reflected,4.605205106145149e-13,7.105427357601002e-15,3.701466216865512e-16,1.8829382497642655e-13,1.813870234568249e-16,2.078337502098293e-13,1.7763568394002505e-15,7.105427357601002e-15,True,0,False,,,,9.777068044058979e-12,9.380052290453023e-12,369,0.0,2.220446049250313e-16,4.6497916628140956e-11,1.434941575284565e-16,1.509903313490213e-13,1.1102230246251565e-16,0.0,1.7763568394002505e-15
K2_B4_lambda0p5_rho0p25_muvm1_muc1_hvm1_hc1_cb10,2,4,0.5,0.25,1.0,1.0,0.5,1.0,1.0,10.0,225,1.0588267639688418,1.0796086510257656,0.019627277817408292,1.0762620945038273,0.016466650757515744,1.0762614006687794,0.01646599547086124,0.01743463669993761,0.8389342436604645,0.003347250356986242,0.1610657563395354,0.0,False,0.01646599547086124,2,36,22,22,21,6,0.0033472503569873524,random_05_reflected,7.258638134999273e-13,1.3322676295501878e-15,1.1102230246251565e-16,5.10702591327572e-14,1.8214596497756474e-16,1.2301271112846734e-13,2.220446049250313e-16,2.4424906541753444e-15,True,0,False,,,,9.897860309138196e-12,8.85716500143019e-12,369,0.0,2.220446049250313e-16,1.3633538742396922e-13,1.960237527853792e-16,9.325873406851315e-14,5.551115123125783e-17,4.440892098500626e-16,0.0
K2_B4_lambda1_rho0p5_muvm1_muc1_hvm1_hc1_cb10,2,4,1.0,0.5,1.0,1.0,0.5,1.0,1.0,10.0,225,2.6401469052218074,2.7175412707796167,0.029314416332187836,2.7125839287472506,0.02743673974435811,2.7124078020088302,0.027370028782906678,0.07226089678702285,0.9336712855801881,0.005133468770786465,0.06632871441981196,0.0,False,0.027370028782906678,2,36,22,22,21,2,0.005133468770772254,random_07_reflected,7.412537250672813e-11,8.881784197001252e-16,5.412337245047638e-16,3.9257486150745535e-13,1.1449174941446927e-16,3.6992631180510216e-13,0.0,6.661338147750939e-15,True,0,False,,,,9.535483513900544e-12,9.116374322104548e-12,369,0.0,1.1102230246251565e-16,3.715694418815474e-12,1.2663481374630692e-16,1.0791367799356522e-13,3.3306690738754696e-16,2.220446049250313e-16,0.0
K2_B4_lambda1p5_rho0p75_muvm1_muc1_hvm1_hc1_cb10,2,4,1.5,0.75,1.0,1.0,0.5,1.0,1.0,10.0,225,6.1346160429369325,6.23506516533617,0.016374149856516182,6.233601133162252,0.016135498869450135,6.232559006181812,0.015965622389301028,0.09794296324487917,0.9750504624182013,0.0025061591543584782,0.02494953758179871,0.0,False,0.015965622389301028,3,36,22,22,20,2,0.0025061591543797945,random_07,3.8387227840885885e-09,1.687538997430238e-14,9.575673587391975e-16,3.1885605267234496e-13,9.367506770274758e-17,1.2079226507921703e-13,0.0,0.0,True,0,False,,,,9.819700608204585e-12,9.483747120953012e-12,369,0.0,0.0,2.119993069982229e-11,1.2836953722228372e-16,1.865174681370263e-13,6.661338147750939e-16,4.440892098500626e-16,0.0
K2_B4_lambda2_rho1_muvm1_muc1_hvm1_hc1_cb10,2,4,2.0,1.0,1.0,1.0,0.5,1.0,1.0,10.0,225,11.601107533051296,11.649161819311063,0.004142215398216163,11.64988999371635,0.004204983060977033,11.648741257403179,0.0041059635225494905,0.047633724351882734,0.9912481915637985,0.00042056190788386516,0.008751808436201458,0.0,False,0.0041059635225494905,3,36,22,22,20,2,0.00042056190794248494,random_03,4.643418982652747e-11,1.7763568394002505e-14,3.5908775952719907e-16,1.758593271006248e-13,1.5439038936193583e-16,2.2382096176443156e-13,1.7763568394002505e-15,5.329070518200751e-15,True,0,False,,,,9.976020010071807e-12,9.593881244995828e-12,369,0.0,0.0,4.2811976186385436e-11,2.250803710079907e-16,2.2026824808563106e-13,2.220446049250313e-16,0.0,1.7763568394002505e-15
K2_B4_lambda3_rho1p5_muvm1_muc1_hvm1_hc1_cb10,2,4,3.0,1.5,1.0,1.0,0.5,1.0,1.0,10.0,225,22.623603935271998,22.62817499703572,0.00020204834635549382,22.628382603936593,0.00021122490820948812,22.628172416789504,0.00020193429528631146,0.004568481517505774,0.9994355258469589,2.580246217576132e-06,0.0005644741530410644,0.0,False,0.00020193429528631146,4,36,22,22,20,11,2.570223731623855e-06,polish_03,4.883616289141912e-10,1.0658141036401503e-14,1.0408340855860843e-16,3.019806626980426e-13,1.5420065398175087e-16,2.7711166694643907e-13,0.0,0.0,True,3,False,,,,9.407585821463726e-12,8.735678846960582e-12,369,0.0,0.0,5.8058446938957786e-11,1.942890293094024e-16,3.090860900556436e-13,6.661338147750939e-16,4.440892098500626e-16,3.552713678800501e-15
K2_B4_lambda1_rho0p25_muvm2_muc1_hvm1_hc1_cb10,2,4,1.0,0.25,2.0,1.0,1.0,1.0,1.0,10.0,225,1.60817477034901,1.634565862450653,0.01641058707562958,1.6301368728602215,0.013656539647394971,1.6301207889818448,0.013646538322493441,0.02194601863283485,0.8315691729736548,0.0044450734688081806,0.16843082702634513,0.0,False,0.013646538322493441,2,36,22,22,21,2,0.004445073468806626,random_07_reflected,3.575051366055959e-11,5.773159728050814e-15,5.84601811404184e-16,1.1524114995609125e-13,2.393918396847994e-16,1.2922996006636822e-13,2.220446049250313e-16,1.5543122344752192e-15,True,0,False,,,,9.64917035162216e-12,8.902212300654355e-12,369,0.0,2.220446049250313e-16,5.371258993136507e-13,3.5388358909926865e-16,9.281464485866309e-14,1.5543122344752192e-15,4.440892098500626e-16,2.220446049250313e-16
K2_B4_lambda2_rho0p5_muvm2_muc1_hvm1_hc1_cb10,2,4,2.0,0.5,2.0,1.0,1.0,1.0,1.0,10.0,225,5.0819927549147765,5.154249337392514,0.0142181592856185,5.15189933175297,0.01375574114516147,5.150770944038258,0.013533704678537015,0.06877818912348133,0.9518605331863315,0.0034783933542561485,0.04813946681366856,0.0,False,0.013533704678537015,3,36,22,22,20,2,0.0034783933542517076,random_08_reflected,1.987066067243859e-11,7.105427357601002e-15,1.0685896612017132e-15,2.1671553440683056e-13,1.7780915628762273e-16,3.6859404417555197e-13,8.881784197001252e-16,1.0658141036401503e-14,True,0,False,,,,9.72022462519817e-12,9.439671266875393e-12,369,0.0,1.1102230246251565e-16,1.9836576825582597e-11,1.7564075194265172e-16,1.8562928971732617e-13,8.881784197001252e-16,4.440892098500626e-16,0.0
K2_B4_lambda3_rho0p75_muvm2_muc1_hvm1_hc1_cb10,2,4,3.0,0.75,2.0,1.0,1.0,1.0,1.0,10.0,225,14.440769622585883,14.472526857570346,0.002199137290771079,14.473765661755538,0.00228492248211258,14.472195973977213,0.002176224135739832,0.03142635139132999,0.9895808437575025,0.00033088359313282467,0.010419156242497467,0.0,False,0.002176224135739832,3,36,22,22,20,2,0.00033088359315947,random_05_reflected,1.5547707565843893e-10,1.2434497875801753e-14,7.216449660063518e-16,1.3251622021925868e-12,3.1913490947110823e-16,2.0605739337042905e-13,1.7763568394002505e-15,1.0658141036401503e-14,True,0,False,,,,9.86233317235019e-12,9.540812584418745e-12,369,0.0,2.220446049250313e-16,6.643574579356937e-11,1.5265566588595902e-16,2.007283228522283e-13,8.881784197001252e-16,4.440892098500626e-16,1.7763568394002505e-15
K2_B4_lambda4_rho1_muvm2_muc1_hvm1_hc1_cb10,2,4,4.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,225,25.20711881493195,25.212824107171123,0.00022633654726911498,25.213236828660886,0.0002427097588524403,25.212816838692323,0.0002260481970275211,0.0056980237603738715,0.9987260111322145,7.268478800170897e-06,0.0012739888677855277,0.0,False,0.0002260481970275211,4,36,22,22,10,7,7.2684788570143155e-06,random_04_reflected,1.0364853419986275e-09,3.907985046680551e-14,1.3877787807814457e-15,2.9807267765136203e-12,1.707144083214207e-16,2.3092638912203256e-13,0.0,1.0658141036401503e-14,True,0,False,,,,9.819700608204585e-12,9.275247236928408e-12,369,0.0,1.1102230246251565e-16,8.712319754522468e-11,1.8092793159941306e-16,3.410605131648481e-13,8.881784197001252e-16,4.440892098500626e-16,3.552713678800501e-15
K2_B4_lambda6_rho1p5_muvm2_muc1_hvm1_hc1_cb10,2,4,6.0,1.5,2.0,1.0,1.0,1.0,1.0,10.0,225,45.80142779325469,45.8016997020617,5.936688442015079e-06,45.801722283195765,6.4297109340281915e-06,45.80169968607538,5.9363394066893055e-06,0.0002718928206917326,0.9999412070670065,1.5986316270755196e-08,5.8792932993467385e-05,0.0,False,5.9363394066893055e-06,4,36,22,22,22,9,1.5986330481609912e-08,always_vm2_when_both_feasible,1.424022011420334e-10,7.105427357601002e-15,7.771561172376096e-16,4.476419235288631e-13,1.6653345369377348e-16,3.694822225952521e-13,0.0,7.105427357601002e-15,True,0,False,,,,9.094947017729282e-12,8.057998712729386e-12,369,0.0,0.0,9.537615142107825e-11,1.942890293094024e-16,3.055333763768431e-13,0.0,0.0,0.0
K2_B4_lambda1_rho0p25_muvm4_muc1_hvm1_hc1_cb10,2,4,1.0,0.25,4.0,1.0,2.0,1.0,1.0,10.0,225,1.2819446748105916,1.2906175173723045,0.0067653797641417535,1.2882251374710245,0.004899168258849284,1.2882230114883493,0.0048975098544602235,0.006278336677757679,0.7239076038891831,0.002394505883955178,0.27609239611081693,0.0,False,0.0048975098544602235,2,36,22,22,18,4,0.002394505883964282,random_05,7.721379091663039e-12,5.551115123125783e-15,3.434752482434078e-16,1.1013412404281553e-13,4.3368086899420177e-16,6.328271240363392e-14,2.220446049250313e-16,1.1102230246251565e-15,True,0,False,,,,9.968914582714206e-12,9.27059817801279e-12,369,0.0,2.220446049250313e-16,5.000444502911705e-13,2.437286483747414e-16,9.747758156208874e-14,2.220446049250313e-16,5.551115123125783e-16,2.220446049250313e-16
K2_B4_lambda2_rho0p5_muvm4_muc1_hvm1_hc1_cb10,2,4,2.0,0.5,4.0,1.0,2.0,1.0,1.0,10.0,225,3.1421305250832394,3.1711282362790914,0.009228678110080655,3.1678509569877726,0.008185666285728803,3.167585632286918,0.008101225267528963,0.025455107203678384,0.8778315995960293,0.003542603992173543,0.12216840040397073,0.0,False,0.008101225267528963,2,36,22,22,20,2,0.0035426039921757635,random_02_reflected,4.0039083160081645e-12,9.325873406851315e-15,8.326672684688674e-16,1.3677947663381929e-13,1.2663481374630692e-16,1.9229062786507711e-13,0.0,2.6645352591003757e-15,True,0,False,,,,9.897860309138196e-12,9.618861263049894e-12,369,0.0,1.1102230246251565e-16,1.0437428699106022e-11,4.874572967494828e-16,1.829647544582258e-13,4.440892098500626e-16,0.0,8.881784197001252e-16
K2_B4_lambda3_rho0p75_muvm4_muc1_hvm1_hc1_cb10,2,4,3.0,0.75,4.0,1.0,2.0,1.0,1.0,10.0,225,8.528411899618252,8.566466877489944,0.004462141172308445,8.566244398976567,0.004436054426499736,8.564804536715663,0.00426722319767876,0.036392637097410585,0.9563173895439876,0.0016623407742812901,0.043682610456012454,0.0,False,0.00426722319767876,3,36,22,22,20,2,0.0016623407743381335,random_08_reflected,9.980582471591504e-10,2.3092638912203256e-14,9.575673587391975e-16,3.0730973321624333e-13,8.326672684688674e-17,3.943512183468556e-13,0.0,2.3092638912203256e-14,True,0,False,,,,9.9333874459262e-12,9.733991390703522e-12,369,0.0,0.0,6.217781844952697e-11,2.242130092700023e-16,3.6770586575585185e-13,0.0,0.0,0.0
K2_B4_lambda4_rho1_muvm4_muc1_hvm1_hc1_cb10,2,4,4.0,1.0,4.0,1.0,2.0,1.0,1.0,10.0,225,18.453282958764845,18.468797670289643,0.0008407561711087662,18.469702412132733,0.0008897849452901416,18.468581606734244,0.0008290474927190201,0.015298647969398615,0.9860736337215283,0.00021606355539915967,0.013926366278471679,0.0,False,0.0008290474927190201,3,36,22,22,20,2,0.00021606355541337052,random_02_reflected,1.9427071062949608e-11,2.1316282072803006e-14,1.0547118733938987e-15,2.7426949600339867e-12,1.6653345369377348e-16,5.755396159656812e-13,3.552713678800501e-15,3.552713678800501e-15,True,0,False,,,,9.805489753489383e-12,9.541700762838445e-12,369,0.0,0.0,1.1145928624500812e-10,6.136584296267955e-17,3.588240815588506e-13,0.0,4.440892098500626e-16,0.0
K2_B4_lambda6_rho1p5_muvm4_muc1_hvm1_hc1_cb10,2,4,6.0,1.5,4.0,1.0,2.0,1.0,1.0,10.0,225,39.39905543103276,39.400225338862796,2.969380400724232e-05,39.40034780783226,3.280222800688861e-05,39.400224519341634,2.9673003479080473e-05,0.0011690883088775195,0.9992994993784976,8.195211620432019e-07,0.0007005006215023694,0.0,False,2.9673003479080473e-05,4,36,22,22,10,7,8.195211975703387e-07,random_07_reflected,2.1490442758675954e-10,1.4210854715202004e-14,3.3306690738754696e-16,9.450218385609332e-13,2.220446049250313e-16,5.400124791776761e-13,0.0,1.4210854715202004e-14,True,0,False,,,,9.762857189343777e-12,9.176659432341694e-12,369,0.0,2.220446049250313e-16,1.4378542800841387e-10,2.220446049250313e-16,4.050093593832571e-13,8.881784197001252e-16,0.0,7.105427357601002e-15
K4_B1_lambda0p5_rho0p25_muvm1_muc1_hvm1_hc1_cb10,4,1,0.5,0.25,1.0,1.0,0.25,1.0,1.0,10.0,100,1.3076939453682443,1.3076939453682448,0.0,1.3076939453682443,0.0,1.3076939453682435,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,5,25,22,22,22,1,2.4424906541753444e-15,random_07_reflected,1.1102230246251565e-16,0.0,1.5265566588595902e-16,3.9745984281580604e-14,6.375101655937854e-17,4.285460875053104e-14,0.0,2.220446049250313e-16,True,0,False,,,,9.203304784932698e-12,8.121558980889176e-12,125,0.0,2.220446049250313e-16,1.074007549561884e-11,1.8735013540549517e-16,6.17284001691587e-14,0.0,1.6653345369377348e-16,0.0
K4_B1_lambda1_rho0p5_muvm1_muc1_hvm1_hc1_cb10,4,1,1.0,0.5,1.0,1.0,0.25,1.0,1.0,10.0,100,3.60007959192004,3.60007959192004,0.0,3.60007959192004,0.0,3.600079591920042,0.0,0.0,0.0,0.0,0.0,0.0,True,4.934215463977732e-16,5,25,22,22,22,1,8.881784197001252e-15,random_02_reflected,2.220446049250313e-16,5.773159728050814e-15,5.759281940243e-16,4.796163466380676e-14,5.423111504136713e-16,8.171241461241152e-14,8.881784197001252e-16,6.217248937900877e-15,True,0,False,,,,8.885336910680053e-12,7.901457266257239e-12,125,0.0,2.220446049250313e-16,1.5437873202017727e-11,2.1510571102112408e-16,5.5067062021407764e-14,4.440892098500626e-16,3.3306690738754696e-16,1.3322676295501878e-15
K4_B1_lambda1p5_rho0p75_muvm1_muc1_hvm1_hc1_cb10,4,1,1.5,0.75,1.0,1.0,0.25,1.0,1.0,10.0,100,6.724711079440894,6.724711079440891,0.0,6.724711079440894,0.0,6.724711079440889,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,3,25,22,22,22,1,9.769962616701378e-15,random_08,0.0,8.881784197001252e-16,4.579669976578771e-16,7.194245199571014e-14,2.194425197110661e-16,5.417888360170764e-14,0.0,4.440892098500626e-15,True,0,False,,,,9.414691248821327e-12,8.416600749683312e-12,125,0.0,2.220446049250313e-16,1.9348966873167228e-11,9.540979117872439e-17,4.263256414560601e-14,2.220446049250313e-16,1.1102230246251565e-15,0.0
K4_B1_lambda2_rho1_muvm1_muc1_hvm1_hc1_cb10,4,1,2.0,1.0,1.0,1.0,0.25,1.0,1.0,10.0,100,10.40194075736854,10.40194075736854,0.0,10.40194075736854,0.0,10.40194075736854,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0,25,22,22,22,1,7.105427357601002e-15,lowest_index_jsq,0.0,5.329070518200751e-15,2.0816681711721685e-16,4.440892098500626e-14,1.214306433183765e-16,1.2612133559741778e-13,0.0,3.552713678800501e-15,True,0,False,,,,9.620748642191757e-12,8.65618687839742e-12,125,0.0,2.220446049250313e-16,2.2026824808563106e-11,1.214306433183765e-16,1.2612133559741778e-13,6.661338147750939e-16,4.440892098500626e-16,0.0
K4_B1_lambda3_rho1p5_muvm1_muc1_hvm1_hc1_cb10,4,1,3.0,1.5,1.0,1.0,0.25,1.0,1.0,10.0,100,18.714019456494853,18.714019456494857,0.0,18.714019456494853,0.0,18.71401945649485,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,5,25,22,22,22,1,1.7763568394002505e-14,random_05,2.220446049250313e-16,7.105427357601002e-15,2.1723769294936315e-16,9.592326932761353e-14,2.636779683484747e-16,9.947598300641403e-14,3.552713678800501e-15,1.7763568394002505e-14,True,0,False,,,,9.50706180447014e-12,8.643086246706844e-12,125,0.0,2.220446049250313e-16,2.531663767513237e-11,9.71445146547012e-17,1.2079226507921703e-13,2.220446049250313e-16,0.0,0.0
K4_B1_lambda1_rho0p25_muvm2_muc1_hvm1_hc1_cb10,4,1,1.0,0.25,2.0,1.0,0.5,1.0,1.0,10.0,100,2.1539796507217157,2.1539796507217175,0.0,2.1539796507217157,0.0,2.1539796507217144,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,5,25,22,22,22,1,6.217248937900877e-15,random_04,2.220446049250313e-16,3.1086244689504383e-15,5.551115123125783e-16,6.261657858885883e-14,6.869504964868156e-16,8.526512829121202e-14,0.0,1.7763568394002505e-15,True,0,False,,,,9.684697488410166e-12,8.809952767308005e-12,125,0.0,2.220446049250313e-16,1.3921752639589613e-11,2.185751579730777e-16,5.062616992290714e-14,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16
K4_B1_lambda2_rho0p5_muvm2_muc1_hvm1_hc1_cb10,4,1,2.0,0.5,2.0,1.0,0.5,1.0,1.0,10.0,100,6.406511843555336,6.406511843555338,0.0,6.406511843555336,0.0,6.406511843555334,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,5,25,22,22,22,1,7.993605777301127e-15,random_02_reflected,4.926614671774132e-16,1.7763568394002505e-15,1.691355389077387e-16,8.348877145181177e-14,1.2080722706919733e-16,7.194245199571014e-14,8.881784197001252e-16,7.993605777301127e-15,True,0,False,,,,9.968914582714206e-12,9.143685808510327e-12,125,0.0,1.1102230246251565e-16,2.7554847292776685e-11,2.1510571102112408e-16,2.220446049250313e-13,0.0,6.661338147750939e-16,0.0
K4_B1_lambda3_rho0p75_muvm2_muc1_hvm1_hc1_cb10,4,1,3.0,0.75,2.0,1.0,0.5,1.0,1.0,10.0,100,12.455173043791524,12.455173043791524,0.0,12.455173043791524,0.0,12.455173043791524,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,5,25,22,22,22,1,1.0658141036401503e-14,random_05_reflected,4.440892098500626e-16,3.552713678800501e-15,3.608224830031759e-16,1.2256862191861728e-13,3.677613769070831e-16,7.283063041541027e-14,1.7763568394002505e-15,1.7763568394002505e-15,True,0,False,,,,9.43600753089413e-12,8.709477583579428e-12,125,0.0,2.220446049250313e-16,3.7127634300304635e-11,3.5735303605122226e-16,1.1191048088221578e-13,4.440892098500626e-16,8.881784197001252e-16,0.0
K4_B1_lambda4_rho1_muvm2_muc1_hvm1_hc1_cb10,4,1,4.0,1.0,2.0,1.0,0.5,1.0,1.0,10.0,100,19.720519197350786,19.72051919735079,0.0,19.720519197350786,0.0,19.72051919735079,0.0,0.0,0.0,0.0,0.0,0.0,True,1.8015315130636951e-16,5,25,22,22,22,1,1.0658141036401503e-14,uniform_tie_jsq,3.3306690738754696e-16,3.552713678800501e-15,2.1510571102112408e-16,1.1723955140041653e-13,2.636779683484747e-16,1.3677947663381929e-12,3.552713678800501e-15,0.0,True,0,False,,,,9.72022462519817e-12,9.014788915351346e-12,125,0.0,1.1102230246251565e-16,4.8256509899147204e-11,5.065392549852277e-16,1.2434497875801753e-13,4.440892098500626e-16,1.7763568394002505e-15,3.552713678800501e-15
K4_B1_lambda6_rho1p5_muvm2_muc1_hvm1_hc1_cb10,4,1,6.0,1.5,2.0,1.0,0.5,1.0,1.0,10.0,100,36.38200480717903,36.38200480717902,0.0,36.38200480717903,0.0,36.382004807179015,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,5,25,22,22,22,1,2.1316282072803006e-14,always_vm1_when_both_feasible,2.220446049250313e-16,7.105427357601002e-15,2.498001805406602e-16,1.0658141036401503e-13,7.632783294297951e-17,2.5579538487363607e-13,0.0,0.0,True,0,False,,,,9.478640095039736e-12,8.851586130731448e-12,125,0.0,2.220446049250313e-16,6.334488489301293e-11,9.020562075079397e-17,3.552713678800501e-13,4.440892098500626e-16,4.440892098500626e-16,1.4210854715202004e-14
K4_B1_lambda2_rho0p25_muvm4_muc1_hvm1_hc1_cb10,4,1,2.0,0.25,4.0,1.0,1.0,1.0,1.0,10.0,100,3.8548535546152887,3.854853554615288,0.0,3.8548535546152887,0.0,3.8548535546152896,0.0,0.0,0.0,0.0,0.0,0.0,True,2.3040522995659293e-16,3,25,22,22,22,1,7.549516567451064e-15,random_07,3.1059631877883516e-16,3.1086244689504383e-15,7.576404781328705e-16,8.748557434046234e-14,3.7990444123892075e-16,5.284661597215745e-14,4.440892098500626e-16,3.552713678800501e-15,True,0,False,,,,9.396927680427325e-12,8.814254881528427e-12,125,0.0,2.220446049250313e-16,3.260813841166055e-11,1.5785983631388945e-16,4.085620730620576e-14,4.440892098500626e-16,6.661338147750939e-16,0.0
K4_B1_lambda4_rho0p5_muvm4_muc1_hvm1_hc1_cb10,4,1,4.0,0.5,4.0,1.0,1.0,1.0,1.0,10.0,100,12.34213869223723,12.34213869223723,0.0,12.34213869223723,0.0,12.342138692237231,0.0,0.0,0.0,0.0,0.0,0.0,True,1.4392617711527715e-16,4,25,22,22,22,1,1.0658141036401503e-14,random_02,7.771561172376096e-16,7.105427357601002e-15,1.8041124150158794e-16,1.438849039914203e-13,1.6306400674181987e-16,6.767919558114954e-13,1.7763568394002505e-15,3.552713678800501e-15,True,0,False,,,,9.951151014320203e-12,9.38082944657026e-12,125,0.0,2.220446049250313e-16,7.485390085548715e-11,1.457167719820518e-16,9.752199048307375e-13,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15
K4_B1_lambda6_rho0p75_muvm4_muc1_hvm1_hc1_cb10,4,1,6.0,0.75,4.0,1.0,1.0,1.0,1.0,10.0,100,25.341378284416233,25.341378284416233,0.0,25.341378284416233,0.0,25.341378284416237,0.0,0.0,0.0,0.0,0.0,0.0,True,1.4019417724351852e-16,5,25,22,22,22,1,1.7763568394002505e-14,random_04_reflected,3.3306690738754696e-16,7.105427357601002e-15,1.8041124150158794e-16,1.2079226507921703e-13,1.734723475976807e-16,1.9895196601282805e-13,0.0,1.4210854715202004e-14,True,0,False,,,,9.727330052555772e-12,9.179323967600794e-12,125,0.0,1.1102230246251565e-16,1.0932765803772782e-10,3.469446951953614e-16,2.0250467969162855e-13,4.440892098500626e-16,8.881784197001252e-16,3.552713678800501e-15
K4_B1_lambda8_rho1_muvm4_muc1_hvm1_hc1_cb10,4,1,8.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0,100,41.33057269524885,41.33057269524884,0.0,41.33057269524885,0.0,41.33057269524885,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,5,25,22,22,22,1,2.842170943040401e-14,random_07,6.661338147750939e-16,7.105427357601002e-15,2.3592239273284576e-16,1.4210854715202004e-13,3.3306690738754696e-16,4.121147867408581e-13,0.0,2.1316282072803006e-14,True,0,False,,,,9.620748642191757e-12,9.055423078052627e-12,125,0.0,2.220446049250313e-16,1.360831447527744e-10,3.469446951953614e-16,3.126388037344441e-13,1.7763568394002505e-15,8.881784197001252e-16,7.105427357601002e-15
K4_B1_lambda12_rho1p5_muvm4_muc1_hvm1_hc1_cb10,4,1,12.0,1.5,4.0,1.0,1.0,1.0,1.0,10.0,100,77.49295612624853,77.49295612624852,0.0,77.49295612624853,0.0,77.49295612624853,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0,25,22,22,22,1,4.263256414560601e-14,lowest_index_jsq,0.0,0.0,1.942890293094024e-16,1.8474111129762605e-13,1.942890293094024e-16,4.405364961712621e-13,0.0,1.4210854715202004e-14,True,0,False,,,,9.620748642191757e-12,9.071410289607229e-12,125,0.0,2.220446049250313e-16,1.780762204361963e-10,1.942890293094024e-16,4.405364961712621e-13,8.881784197001252e-16,8.881784197001252e-16,0.0
