scenario_id,K,B,lambda,rho,mu_vm,mu_container,stage_capacity_ratio,holding_vm,holding_container,blocking_cost,states,full_state_optimal_gain,jsq_uniform_tie_gain,jsq_uniform_tie_relative_gap,jsq_lowest_index_gain,jsq_lowest_index_relative_gap,rz_candidate_gain,rz_candidate_relative_gap,candidate_observation_gap_upper,candidate_observation_share_upper,uniform_rule_gap_lower,uniform_rule_share_lower,candidate_decomposition_error,rz_globally_certified,rz_global_bound_relative_gap,rz_strictly_randomized_observations,rz_decision_observations,rz_start_count,rz_successful_start_count,rz_best_gain_start_count,rz_distinct_final_gain_count,rz_final_gain_range,rz_best_start_name,rz_projected_gradient_residual,rz_gain_evaluation_error,rz_fast_generator_residual,rz_poisson_residual,rz_independent_generator_residual,rz_independent_poisson_gain_error,rz_independent_cost_decomposition_error,rz_reflection_gain_error,rz_all_runs_no_worse_than_starts,rz_polishing_run_count,dz_solved,dz_gain,dz_relative_gap,rz_improvement_over_dz,rvi_span_residual,bellman_residual,check_checked_uniformized_rows,check_minimum_transition_probability,check_maximum_row_sum_error,check_rvi_stationary_gain_error,check_stationary_generator_residual,check_stationary_poisson_gain_error,check_arrival_promotion_flow_error,check_promotion_departure_flow_error,check_cost_decomposition_error
K2_B2_lambda1_rho0p25_muvm2_muc1_hvm1_hc1_cb10,2,2,1.0,0.25,2.0,1.0,1.0,1.0,1.0,10.0,81,1.652063559277939,1.6787108309583267,0.01612968915798521,1.674077121705113,0.013324888321364215,1.6740766728820486,0.013324616647153044,0.022013113604109735,0.8260925871938779,0.004634158076278094,0.17390741280612215,0.0,False,0.013324616647153044,0,16,22,22,20,2,0.004634158076280537,always_vm1_when_both_feasible,1.1102230246251565e-16,6.661338147750939e-16,1.6653345369377348e-16,2.708944180085382e-14,8.673617379884035e-17,2.0872192862952943e-14,2.220446049250313e-16,1.1102230246251565e-15,True,0,False,,,,9.553247082294547e-12,8.555239849883378e-12,117,0.0,0.0,4.614308934947076e-12,1.0885389811754465e-16,2.55351295663786e-14,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16
K2_B2_lambda2_rho0p5_muvm2_muc1_hvm1_hc1_cb10,2,2,2.0,0.5,2.0,1.0,1.0,1.0,1.0,10.0,81,5.345996270224956,5.416418293278866,0.013172853008920493,5.412271989274355,0.012397262493153746,5.41212955724032,0.012370619744667593,0.06613328701536414,0.9390995053456044,0.0042887360385464035,0.060900494654395614,0.0,False,0.012370619744667593,1,16,22,22,20,2,0.004288736038554397,always_vm2_when_both_feasible,3.220756994437579e-13,1.0658141036401503e-14,3.122502256758253e-16,5.595524044110789e-14,1.5959455978986625e-16,9.85878045867139e-14,0.0,7.105427357601002e-15,True,0,False,,,,9.79127889877418e-12,9.044431870108838e-12,117,0.0,0.0,2.6855850876472687e-11,2.706168622523819e-16,4.440892098500626e-14,2.220446049250313e-16,0.0,0.0
K2_B2_lambda3_rho0p75_muvm2_muc1_hvm1_hc1_cb10,2,2,3.0,0.75,2.0,1.0,1.0,1.0,1.0,10.0,81,12.81055429488128,12.868195293930217,0.004499492974474078,12.867939730377865,0.0044795435213536485,12.867188067547326,0.004420868243669643,0.05663377266604641,0.9825258687477727,0.0010072263828906358,0.017474131252227316,0.0,False,0.004420868243669643,1,16,22,22,20,2,0.0010072263828941885,random_04,8.215650382226158e-14,1.7763568394002505e-15,1.3877787807814457e-16,8.348877145181177e-14,1.2620113287731272e-16,7.638334409421077e-14,1.7763568394002505e-15,3.552713678800501e-15,True,0,False,,,,9.42890210353653e-12,8.61377635885674e-12,117,0.0,1.1102230246251565e-16,5.065992070285574e-11,1.457167719820518e-16,5.861977570020827e-14,0.0,4.440892098500626e-16,1.7763568394002505e-15
K2_B2_lambda4_rho1_muvm2_muc1_hvm1_hc1_cb10,2,2,4.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,81,22.160767515805937,22.1926208270288,0.0014373740079239238,22.1933497661192,0.0014702672319460931,22.19252258928793,0.0014329410504100768,0.03175507348199247,0.9969159331604655,9.823774087180936e-05,0.0030840668395345477,0.0,False,0.0014329410504100768,2,16,22,22,20,2,9.823774087891479e-05,random_06,3.1871394412519294e-11,3.552713678800501e-15,1.942890293094024e-16,1.1013412404281553e-13,1.5265566588595902e-16,5.684341886080802e-14,3.552713678800501e-15,3.552713678800501e-15,True,0,False,,,,9.00257646208047e-12,8.030909270928532e-12,117,0.0,1.1102230246251565e-16,6.349054615384375e-11,1.942890293094024e-16,7.815970093361102e-14,4.440892098500626e-16,0.0,3.552713678800501e-15
K2_B2_lambda6_rho1p5_muvm2_muc1_hvm1_hc1_cb10,2,2,6.0,1.5,2.0,1.0,1.0,1.0,1.0,10.0,81,42.02801033740381,42.03715707026489,0.00021763421079526565,42.03752769325184,0.000226452686473128,42.03715418289548,0.0002175655097221283,0.009143845491664138,0.9996843277861218,2.8873694120079563e-06,0.0003156722138781527,0.0,False,0.0002175655097221283,2,16,22,22,18,3,2.8873694333242383e-06,random_03,1.7204702662532156e-09,1.4210854715202004e-14,2.7755575615628914e-16,1.4921397450962104e-13,1.1102230246251565e-16,1.5631940186722204e-13,0.0,0.0,True,0,False,,,,8.604672530054813e-12,7.355005493536737e-12,117,0.0,0.0,7.401013135677204e-11,1.3877787807814457e-16,1.2789769243681803e-13,8.881784197001252e-16,0.0,0.0
K2_B2_lambda1_rho0p25_muvm4_muc1_hvm1_hc1_cb10,2,2,1.0,0.25,4.0,1.0,2.0,1.0,1.0,10.0,81,1.2883523794836145,1.297034226744544,0.006738721020105814,1.294625266821315,0.004868922072558072,1.2946251752807636,0.004868851020140411,0.006272795797149122,0.7225185618478027,0.002409051463780454,0.27748143815219733,0.0,False,0.004868851020140411,0,16,22,22,18,3,0.002409051463785561,always_vm1_when_both_feasible,0.0,1.7763568394002505e-15,1.3877787807814457e-16,2.6423307986078726e-14,9.71445146547012e-17,3.8413716652030416e-14,4.440892098500626e-16,1.1102230246251565e-15,True,0,False,,,,9.730882766234572e-12,8.984910038201122e-12,117,0.0,1.1102230246251565e-16,5.39124300757976e-12,3.885780586188048e-16,2.9531932455029164e-14,2.220446049250313e-16,7.771561172376096e-16,2.220446049250313e-16
K2_B2_lambda2_rho0p5_muvm4_muc1_hvm1_hc1_cb10,2,2,2.0,0.5,4.0,1.0,2.0,1.0,1.0,10.0,81,3.4034275531829032,3.4349369927563407,0.009258149051525907,3.4308466801645388,0.008056327497258755,3.4308306854350867,0.008051627902746435,0.027403132252183493,0.8696800902572835,0.004106307321253944,0.13031990974271643,0.0,False,0.008051627902746435,0,16,22,22,20,2,0.004106307321251723,always_vm2_when_both_feasible,0.0,1.7763568394002505e-15,3.217912047936977e-16,6.52811138479592e-14,5.312590645178972e-16,6.306066779870889e-14,4.440892098500626e-16,4.440892098500626e-15,True,0,False,,,,9.691802915767767e-12,9.189093930217496e-12,117,0.0,1.1102230246251565e-16,2.788391739727558e-11,2.3418766925686896e-16,4.707345624410664e-14,0.0,4.440892098500626e-16,0.0
K2_B2_lambda3_rho0p75_muvm4_muc1_hvm1_hc1_cb10,2,2,3.0,0.75,4.0,1.0,2.0,1.0,1.0,10.0,81,8.540657853975139,8.58470160422909,0.005156950554277512,8.582526521331841,0.0049022766246531145,8.582206894141336,0.0048648524360285494,0.041549040166197315,0.9433583635959669,0.0024947100877543704,0.056641636404033066,0.0,False,0.0048648524360285494,1,16,22,22,20,2,0.002494710087761476,always_vm2_when_both_feasible,3.283609495419171e-11,3.552713678800501e-15,9.71445146547012e-17,8.348877145181177e-14,8.326672684688674e-17,1.1191048088221578e-13,1.7763568394002505e-15,3.552713678800501e-15,True,0,False,,,,9.912071163853398e-12,9.403033907062763e-12,117,0.0,0.0,6.749267811301252e-11,1.942890293094024e-16,6.039613253960852e-14,4.440892098500626e-16,4.440892098500626e-16,1.7763568394002505e-15
K2_B2_lambda4_rho1_muvm4_muc1_hvm1_hc1_cb10,2,2,4.0,1.0,4.0,1.0,2.0,1.0,1.0,10.0,81,16.662415633235398,16.696206253524437,0.002027954471477688,16.69612680099558,0.0020231861035166915,16.69544735896935,0.0019824091812993875,0.0330317257339523,0.9775412659313237,0.0007588945550871529,0.02245873406867624,0.0,False,0.0019824091812993875,1,16,22,22,20,2,0.000758894555097811,random_02,5.0916493243846617e-11,3.552713678800501e-15,1.6653345369377348e-16,1.4566126083082054e-13,2.7929047963226594e-16,1.1723955140041653e-13,3.552713678800501e-15,1.0658141036401503e-14,True,0,False,,,,9.592326932761353e-12,8.995693079327793e-12,117,0.0,0.0,9.528378086542943e-11,1.1102230246251565e-16,1.0302869668521453e-13,0.0,8.881784197001252e-16,0.0
K2_B2_lambda6_rho1p5_muvm4_muc1_hvm1_hc1_cb10,2,2,6.0,1.5,4.0,1.0,2.0,1.0,1.0,10.0,81,35.93615691519966,35.94854328457814,0.00034467707294665457,35.94903149477416,0.00035826256004172153,35.94851778968883,0.0003439676234255352,0.012360874489168339,0.9979416979636787,2.549488931435917e-05,0.0020583020363213354,0.0,False,0.0003439676234255352,2,16,22,22,20,2,2.5494889321464598e-05,random_04,3.297108142064076e-10,7.105427357601002e-15,5.551115123125783e-16,1.5631940186722204e-13,1.3877787807814457e-16,2.0605739337042905e-13,0.0,7.105427357601002e-15,True,0,False,,,,9.585221505403752e-12,8.637979220793568e-12,117,0.0,1.1102230246251565e-16,1.2570211538331932e-10,3.3306690738754696e-16,2.3447910280083306e-13,0.0,0.0,0.0
K2_B3_lambda0p25_rho0p25_muvm0p5_muc1_hvm1_hc1_cb10,2,3,0.25,0.25,0.5,1.0,0.25,1.0,1.0,10.0,144,0.8017779917560012,0.8145440146943616,0.015922141876707138,0.8127656960207181,0.013704172947741323,0.8127655325802532,0.013703969100209188,0.010987540824252018,0.8606862824314507,0.0017784821141083595,0.1393137175685493,0.0,False,0.010987540824252018,1,25,22,22,21,3,0.0017784821141065832,random_07,7.049916206369744e-15,2.4424906541753444e-15,1.474514954580286e-16,6.605826996519681e-14,6.938893903907228e-17,6.23945339839338e-14,1.1102230246251565e-16,2.220446049250313e-16,True,0,False,,,,9.968914582714206e-12,9.293926739317726e-12,225,0.0,2.220446049250313e-16,6.559197629485425e-13,8.456776945386935e-17,5.10702591327572e-14,2.7755575615628914e-17,1.1102230246251565e-16,2.220446049250313e-16
K2_B3_lambda0p5_rho0p5_muvm0p5_muc1_hvm1_hc1_cb10,2,3,0.5,0.5,0.5,1.0,0.25,1.0,1.0,10.0,144,1.9295086311964689,1.9813746826522787,0.026880445423894367,1.977720891470591,0.024986807259953142,1.9777066021248515,0.024979401568416697,0.04819797092838263,0.9292778142066125,0.0036680805274271755,0.07072218579338747,0.0,False,0.024979401568416697,1,25,22,22,20,2,0.0036680805274318384,random_01_reflected,1.509647962194549e-11,0.0,1.4224732503009818e-16,4.707345624410664e-14,1.1535911115245767e-16,7.105427357601002e-14,0.0,1.5543122344752192e-15,True,0,False,,,,9.848122317634989e-12,9.418577029407516e-12,225,0.0,2.220446049250313e-16,5.21338527903481e-12,1.0408340855860843e-16,4.1522341120980855e-14,2.220446049250313e-16,1.1102230246251565e-16,0.0
K2_B3_lambda0p75_rho0p75_muvm0p5_muc1_hvm1_hc1_cb10,2,3,0.75,0.75,0.5,1.0,0.25,1.0,1.0,10.0,144,3.7398298613231162,3.8212462039450275,0.02177006592302755,3.8182429405447174,0.02096701778670202,3.8181484959810277,0.020941764080733623,0.07831863465791145,0.9619522584257414,0.003097707963999774,0.0380477415742586,0.0,False,0.020941764080733623,1,25,22,22,20,2,0.003097707964005103,random_01_reflected,2.1726856425097196e-11,6.217248937900877e-15,4.2674197509029455e-16,6.394884621840902e-14,3.3133218391157016e-16,1.0036416142611415e-13,0.0,8.881784197001252e-16,True,0,False,,,,9.748646334628575e-12,9.377942866706235e-12,225,0.0,2.220446049250313e-16,1.5426770971771475e-11,5.551115123125783e-17,7.283063041541027e-14,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16
K2_B3_lambda1_rho1_muvm0p5_muc1_hvm1_hc1_cb10,2,3,1.0,1.0,0.5,1.0,0.25,1.0,1.0,10.0,144,6.1955803699227125,6.268750899641268,0.011810117107635583,6.26748877137846,0.011606402816568486,6.2672807031630065,0.011572819487319206,0.0717003332402939,0.9799072593308192,0.0014701964782615207,0.0200927406691808,0.0,False,0.011572819487319206,2,25,22,22,20,2,0.0014701964782650734,random_03,6.034039101709965e-10,3.552713678800501e-15,4.172009959724221e-16,7.460698725481052e-14,1.5959455978986625e-16,1.0391687510491465e-13,0.0,1.7763568394002505e-15,True,0,False,,,,9.634959496906959e-12,9.256595490114705e-12,225,0.0,2.220446049250313e-16,2.6847857270695386e-11,3.885780586188048e-16,9.769962616701378e-14,1.1102230246251565e-16,2.220446049250313e-16,8.881784197001252e-16
K2_B3_lambda1p5_rho1p5_muvm0p5_muc1_hvm1_hc1_cb10,2,3,1.5,1.5,0.5,1.0,0.25,1.0,1.0,10.0,144,11.646377806406118,11.67510916009906,0.002466977644941104,11.675258889286859,0.002479833932989409,11.674961793486773,0.002454324216146595,0.028583987080654794,0.9948708782098382,0.00014736661228731407,0.005129121790161765,0.0,False,0.002454324216146595,2,25,22,22,20,2,0.00014736661229264314,random_02,2.511054142395608e-10,1.7763568394002505e-14,1.8366384801904445e-16,9.414691248821327e-14,2.457344223938396e-16,8.526512829121202e-14,0.0,1.4210854715202004e-14,True,0,False,,,,9.86233317235019e-12,9.28901400243376e-12,225,0.0,1.1102230246251565e-16,4.2792436261152034e-11,1.8995222061946038e-16,1.1901590823981678e-13,1.1102230246251565e-16,0.0,0.0
K2_B3_lambda0p5_rho0p25_muvm1_muc1_hvm1_hc1_cb10,2,3,0.5,0.25,1.0,1.0,0.5,1.0,1.0,10.0,144,1.059374621921043,1.0800901527731173,0.01955449037896464,1.076738190234724,0.016390394818213003,1.0767366148848239,0.016388907761729406,0.017361992963780937,0.8381147983973775,0.003353537888293401,0.1618852016026225,0.0,False,0.016388907761729406,1,25,22,22,21,2,0.0033535378882925126,random_01_reflected,5.10702591327572e-14,1.5543122344752192e-15,3.0531133177191805e-16,3.68594044175552e-14,2.7755575615628914e-17,4.418687638008123e-14,0.0,0.0,True,0,False,,,,9.123368727159686e-12,8.059775069568786e-12,225,0.0,2.220446049250313e-16,4.651834473179406e-13,1.942890293094024e-16,4.951594689828198e-14,1.1102230246251565e-16,1.1102230246251565e-16,0.0
K2_B3_lambda1_rho0p5_muvm1_muc1_hvm1_hc1_cb10,2,3,1.0,0.5,1.0,1.0,0.5,1.0,1.0,10.0,144,2.6399203890752014,2.7152124423204667,0.02852057719499678,2.710079935419981,0.026576387164977087,2.70996318563399,0.02653216242756682,0.07004279655878864,0.9302813980995175,0.005249256686476578,0.0697186019004825,0.0,False,0.02653216242756682,1,25,22,22,20,2,0.005249256686481907,random_01,5.662137425588298e-15,8.881784197001252e-16,2.498001805406602e-16,7.815970093361102e-14,1.734723475976807e-16,7.194245199571014e-14,4.440892098500626e-16,1.3322676295501878e-15,True,0,False,,,,9.677592061052565e-12,9.052647520491064e-12,225,0.0,1.1102230246251565e-16,6.034284183442651e-12,6.591949208711867e-17,1.0080825063596421e-13,0.0,1.1102230246251565e-16,0.0
K2_B3_lambda1p5_rho0p75_muvm1_muc1_hvm1_hc1_cb10,2,3,1.5,0.75,1.0,1.0,0.5,1.0,1.0,10.0,144,5.75198986453386,5.851989904950042,0.01738529496249139,5.849719166840954,0.016990520603953493,5.849117045168356,0.016885840017447144,0.09712718063449621,0.9712714137941394,0.0028728597816858326,0.028728586205860624,0.0,False,0.016885840017447144,2,25,22,22,20,2,0.0028728597816964907,random_01,3.0878077872387166e-14,8.881784197001252e-16,2.8102520310824275e-16,1.6076029396572267e-13,8.326672684688674e-17,1.2612133559741778e-13,8.881784197001252e-16,5.329070518200751e-15,True,0,False,,,,9.727330052555772e-12,9.222178576351325e-12,225,0.0,0.0,2.1171508990391885e-11,1.1449174941446927e-16,1.6253665080512292e-13,0.0,0.0,0.0
K2_B3_lambda2_rho1_muvm1_muc1_hvm1_hc1_cb10,2,3,2.0,1.0,1.0,1.0,0.5,1.0,1.0,10.0,144,10.388888418641665,10.455375021761899,0.0063997802691702285,10.455660491403432,0.006427258631631067,10.454640841501716,0.006329110508306705,0.06575242286005079,0.9889574707425562,0.000734180260183237,0.011042529257443779,0.0,False,0.006329110508306705,2,25,22,22,20,2,0.0007341802601956715,random_03,1.2362509904662033e-09,1.5987211554602254e-14,3.0704605524789486e-16,1.2967404927621828e-13,8.630249292984615e-17,1.3500311979441904e-13,0.0,1.4210854715202004e-14,True,0,False,,,,9.57811607804615e-12,9.018341629030147e-12,225,0.0,0.0,3.659295089164516e-11,1.7650811368064012e-16,8.704148513061227e-14,4.440892098500626e-16,0.0,1.7763568394002505e-15
K2_B3_lambda3_rho1p5_muvm1_muc1_hvm1_hc1_cb10,2,3,3.0,1.5,1.0,1.0,0.5,1.0,1.0,10.0,144,20.748681024483577,20.76370468384857,0.0007240778026932968,20.764189213132575,0.0007474300959515271,20.763691726172574,0.0007234532966834928,0.015010701688996875,0.9991375153229652,1.2957675995295403e-05,0.0008624846770347523,0.0,False,0.0007234532966834928,3,25,22,22,20,2,1.2957676027269827e-05,lowest_index_jsq_reflected,5.665989621927991e-10,2.1316282072803006e-14,2.949029909160572e-16,1.1013412404281553e-13,2.498001805406602e-16,1.5987211554602254e-13,0.0,1.4210854715202004e-14,True,0,False,,,,9.819700608204585e-12,8.892442338037654e-12,225,0.0,0.0,5.518785428648698e-11,2.3592239273284576e-16,1.9184653865522705e-13,6.661338147750939e-16,2.220446049250313e-16,0.0
K2_B3_lambda1_rho0p25_muvm2_muc1_hvm1_hc1_cb10,2,3,1.0,0.25,2.0,1.0,1.0,1.0,1.0,10.0,144,1.6112382960943474,1.6376610329846335,0.016399024870706564,1.6331938697162696,0.013626521710129774,1.6331759122593823,0.013615376582229829,0.021937616165034868,0.8302552553933166,0.0044851207252512015,0.16974474460668343,0.0,False,0.013615376582229829,1,25,22,22,20,2,0.004485120725261416,random_06_reflected,4.550559928873099e-11,8.881784197001252e-16,6.140921104957897e-16,3.574918139293004e-14,1.7694179454963432e-16,6.328271240363392e-14,2.220446049250313e-16,1.3322676295501878e-15,True,0,False,,,,9.158895863947691e-12,8.34879387845433e-12,225,0.0,0.0,1.5241141682054149e-12,2.0006918214146574e-16,8.193445921733655e-14,1.2212453270876722e-15,3.3306690738754696e-16,2.220446049250313e-16
K2_B3_lambda2_rho0p5_muvm2_muc1_hvm1_hc1_cb10,2,3,2.0,0.5,2.0,1.0,1.0,1.0,1.0,10.0,144,5.046420260936365,5.119468032487836,0.014475166112684505,5.11638741121431,0.013864709370234344,5.115647088699071,0.013718006860938863,0.06922682776270594,0.9476925345207508,0.0038209437887646303,0.05230746547924922,0.0,False,0.013718006860938863,2,25,22,22,20,2,0.003820943788768183,always_vm1_when_both_feasible,3.630429290524262e-14,1.7763568394002505e-15,1.249000902703301e-16,9.947598300641403e-14,1.8388068845354155e-16,8.348877145181177e-14,8.881784197001252e-16,6.217248937900877e-15,True,0,False,,,,9.769962616701378e-12,9.32476318382669e-12,225,0.0,2.220446049250313e-16,2.3371526935989095e-11,2.5500435096859064e-16,9.947598300641403e-14,6.661338147750939e-16,4.440892098500626e-16,0.0
K2_B3_lambda3_rho0p75_muvm2_muc1_hvm1_hc1_cb10,2,3,3.0,0.75,2.0,1.0,1.0,1.0,1.0,10.0,144,13.27740267542703,13.324313830735706,0.0035331575350573663,13.32532345983648,0.00360919869502321,13.323713244869076,0.0034879238488228002,0.04631056944204559,0.98719737634517,0.0006005858666302544,0.012802623654829938,0.0,False,0.0034879238488228002,2,25,22,22,20,2,0.0006005858666497943,random_06,2.5868196473766147e-13,2.4868995751603507e-14,3.469446951953614e-16,1.545430450278218e-13,3.49221519757581e-16,1.0658141036401503e-13,0.0,3.552713678800501e-15,True,0,False,,,,9.64917035162216e-12,9.158895863947691e-12,225,0.0,1.1102230246251565e-16,5.918110446145874e-11,9.367506770274758e-17,1.509903313490213e-13,4.440892098500626e-16,4.440892098500626e-16,0.0
K2_B3_lambda4_rho1_muvm2_muc1_hvm1_hc1_cb10,2,3,4.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,144,23.421593171304302,23.437351768822754,0.0006728234669262197,23.43817201857318,0.0007078445581229822,23.43732305247065,0.0006715974037846103,0.015729881166347326,0.9981777342767031,2.8716352105107035e-05,0.0018222657232968733,0.0,False,0.0006715974037846103,3,25,22,22,20,2,2.8716352122870603e-05,random_03,1.5567408473415867e-09,1.0658141036401503e-14,3.0531133177191805e-16,1.6342482922482304e-13,1.942890293094024e-16,1.7053025658242404e-13,3.552713678800501e-15,0.0,True,0,False,,,,9.762857189343777e-12,9.038991777288174e-12,225,0.0,1.1102230246251565e-16,7.990408334990207e-11,1.8041124150158794e-16,1.4210854715202004e-13,4.440892098500626e-16,0.0,0.0
K2_B3_lambda6_rho1p5_muvm2_muc1_hvm1_hc1_cb10,2,3,6.0,1.5,2.0,1.0,1.0,1.0,1.0,10.0,144,43.825071324481115,43.82697691814333,4.348181542264204e-05,43.8271034711686,4.636950097439152e-05,43.8269766937475,4.347669516095875e-05,0.00190536926638174,0.9998822436084253,2.2439583347022563e-07,0.00011775639157477594,0.0,False,4.347669516095875e-05,3,25,22,22,12,8,2.243958689973624e-07,random_05,7.346534491858847e-11,2.1316282072803006e-14,1.1657341758564144e-15,2.4868995751603507e-13,3.3306690738754696e-16,2.8421709430404007e-13,0.0,2.1316282072803006e-14,True,0,False,,,,9.663381206337363e-12,8.384848371179032e-12,225,0.0,1.1102230246251565e-16,9.509193432677421e-11,1.1102230246251565e-16,3.197442310920451e-13,0.0,4.440892098500626e-16,0.0
K2_B3_lambda1_rho0p25_muvm4_muc1_hvm1_hc1_cb10,2,3,1.0,0.25,4.0,1.0,2.0,1.0,1.0,10.0,144,1.2822023042289727,1.2908739301135181,0.006763071518390314,1.2884794009221696,0.004895558737099197,1.2884767707985634,0.004893507482318603,0.006274466569590631,0.7235628765734702,0.0023971593149547665,0.27643712342652976,0.0,False,0.004893507482318603,1,25,22,22,20,2,0.00239715931495188,random_01_reflected,3.308431306692228e-11,2.4424906541753444e-15,2.45029690981724e-16,7.038813976123492e-14,2.42861286636753e-16,4.6851411639181606e-14,0.0,6.661338147750939e-16,True,0,False,,,,9.912071163853398e-12,9.189926597485965e-12,225,0.0,2.220446049250313e-16,1.6817658377021871e-12,6.314393452555578e-16,6.816769371198461e-14,3.3306690738754696e-16,6.661338147750939e-16,0.0
K2_B3_lambda2_rho0p5_muvm4_muc1_hvm1_hc1_cb10,2,3,2.0,0.5,4.0,1.0,2.0,1.0,1.0,10.0,144,3.1865439878989514,3.2162716423323503,0.009329120999518919,3.212761457510232,0.00822755615828387,3.212558625036359,0.008163903349898666,0.026014637137407703,0.8750988812686276,0.003713017295991161,0.12490111873137241,0.0,False,0.008163903349898666,1,25,22,22,20,2,0.0037130172959964902,random_06_reflected,5.037914529992804e-12,8.881784197001252e-16,1.1275702593849246e-16,1.1013412404281553e-13,2.0643209364124004e-16,9.414691248821327e-14,0.0,4.440892098500626e-15,True,0,False,,,,9.812595180846984e-12,9.462819416938828e-12,225,0.0,0.0,1.7262191676081784e-11,1.5525775109992423e-16,1.0524914273446484e-13,2.220446049250313e-16,6.661338147750939e-16,0.0
K2_B3_lambda3_rho0p75_muvm4_muc1_hvm1_hc1_cb10,2,3,3.0,0.75,4.0,1.0,2.0,1.0,1.0,10.0,144,8.291760454939842,8.333607821984039,0.005046861552695466,8.332690846831106,0.004936272835387977,8.331610243464976,0.0048059502854297725,0.039849788525133434,0.9522651325481623,0.0019975785190631257,0.04773486745183774,0.0,False,0.0048059502854297725,2,25,22,22,20,2,0.0019975785190933237,always_vm2_when_both_feasible,7.02460312140829e-11,3.019806626980426e-14,3.3306690738754696e-16,1.900701818158268e-13,3.7470027081099033e-16,1.6342482922482304e-13,1.7763568394002505e-15,1.2434497875801753e-14,True,0,False,,,,9.755751761986176e-12,9.459655281318646e-12,225,0.0,0.0,6.338041202980094e-11,1.8431436932253575e-16,1.3322676295501878e-13,4.440892098500626e-16,0.0,0.0
K2_B3_lambda4_rho1_muvm4_muc1_hvm1_hc1_cb10,2,3,4.0,1.0,4.0,1.0,2.0,1.0,1.0,10.0,144,17.209983114533017,17.234855767260495,0.001445245620634796,17.235713232250962,0.0014950693180063093,17.234440164237306,0.001421096670550235,0.024457049704288636,0.9832907640474607,0.0004156030231889929,0.016709235952539262,0.0,False,0.001421096670550235,2,25,22,22,18,3,0.00041560302323162546,random_05,6.001310559611284e-13,2.4868995751603507e-14,5.404476779297118e-16,3.623767952376511e-13,1.8041124150158794e-16,1.7763568394002505e-13,0.0,7.105427357601002e-15,True,0,False,,,,9.976020010071807e-12,9.57811607804615e-12,225,0.0,2.220446049250313e-16,1.0652456694515422e-10,2.318566345860251e-16,1.8118839761882555e-13,0.0,4.440892098500626e-16,3.552713678800501e-15
K2_B3_lambda6_rho1p5_muvm4_muc1_hvm1_hc1_cb10,2,3,6.0,1.5,4.0,1.0,2.0,1.0,1.0,10.0,144,37.494456011984816,37.49889009725146,0.00011825975726192174,37.49923896477034,0.0001275642666744336,37.4988852652049,0.00011813088363425214,0.004429253220081364,0.9989102495163745,4.832046563763015e-06,0.0010897504836254513,0.0,False,0.00011813088363425214,3,25,22,22,16,4,4.8320465921847244e-06,random_02_reflected,4.6093129313362624e-12,1.4210854715202004e-14,5.551115123125783e-16,4.973799150320701e-13,2.220446049250313e-16,2.5579538487363607e-13,0.0,1.4210854715202004e-14,True,0,False,,,,9.748646334628575e-12,9.034106795979824e-12,225,0.0,2.220446049250313e-16,1.3804424270347226e-10,1.6653345369377348e-16,2.5579538487363607e-13,4.440892098500626e-16,0.0,7.105427357601002e-15
K2_B4_lambda0p25_rho0p25_muvm0p5_muc1_hvm1_hc1_cb10,2,4,0.25,0.25,0.5,1.0,0.25,1.0,1.0,10.0,225,0.8018640840477091,0.8146895244829377,0.015994531605016384,0.8129101987913067,0.013775544962480566,0.812910098923389,0.013775420417785648,0.0110460148756798,0.8612581323397585,0.0017794255595487973,0.1387418676602416,0.0,False,0.0110460148756798,2,36,22,22,21,3,0.001779425559551906,random_08,3.056133124346161e-11,2.9976021664879227e-15,1.942890293094024e-16,6.605826996519681e-14,1.0234868508263162e-16,1.1890488593735427e-13,1.1102230246251565e-16,1.1102230246251565e-16,True,0,False,,,,9.592326932761353e-12,8.958833674910238e-12,369,0.0,2.220446049250313e-16,1.7197354651443675e-13,1.3400738851920835e-16,8.826273045769994e-14,1.942890293094024e-16,2.7755575615628914e-17,1.1102230246251565e-16
K2_B4_lambda0p5_rho0p5_muvm0p5_muc1_hvm1_hc1_cb10,2,4,0.5,0.5,0.5,1.0,0.25,1.0,1.0,10.0,225,1.9522796138097742,2.0069346810855078,0.02799551195900518,2.003243283486309,0.02610469797258281,2.003218950117294,0.026092233892723173,0.0509393363075199,0.9320148862050087,0.0037157309682136486,0.06798511379499127,0.0,False,0.026092233892723173,2,36,22,22,21,8,0.0037157309682145367,random_04_reflected,3.2416958006820096e-11,8.881784197001252e-16,8.847089727481716e-17,9.85878045867139e-14,1.3444106938820255e-16,1.056932319443149e-13,0.0,8.881784197001252e-16,True,0,False,,,,9.990230864787009e-12,9.660550137624568e-12,369,0.0,2.220446049250313e-16,2.885247596395857e-12,3.3306690738754696e-16,1.021405182655144e-13,4.440892098500626e-16,1.6653345369377348e-16,0.0
