group,cases,weighted_ff_numerically_optimal,fixed_ff_numerically_optimal,weighted_ff_strictly_improves_fixed_ff,weighted_ff_mean_gap_percent,weighted_ff_max_gap_percent,fixed_ff_mean_gap_percent,fixed_ff_max_gap_percent,uniform_jsq_mean_gap_percent,uniform_jsq_max_gap_percent,mean_improvement_over_fixed_ff_percentage_points,max_improvement_over_fixed_ff_percentage_points,maximum_weighted_ff_gap_eta,maximum_weighted_ff_gap_rho,maximum_weighted_ff_gap_holding_ratio,maximum_weighted_ff_gap_blocking_ratio,maximum_weighted_ff_gap_weight,best_weight_counts
all_cost_cases,108,28,28,54,0.04558735377927782,0.27902437532087737,0.0782667809242939,0.5599472000805618,2.5066746923233763,6.962206292220646,0.032679427145016066,0.28092282475968433,2.0,0.75,2.0,50.0,7/4,"{""5"": 54, ""5/2"": 30, ""7/2"": 9, ""7/4"": 15}"
