scenario_id,K,B,lambda,rho,mu_vm,mu_container,stage_capacity_ratio,holding_vm,holding_container,blocking_cost,states,full_state_optimal_gain,weighted_ff_gain,weighted_ff_relative_gap,weighted_ff_numerically_optimal,uniform_jsq_gain,uniform_jsq_relative_gap,lexicographic_ff_gain,lexicographic_ff_relative_gap,weighted_ff_improvement_over_uniform_jsq,weighted_ff_improvement_over_lexicographic_ff,uniform_jsq_endpoint_error,lexicographic_ff_endpoint_error,rvi_iterations,rvi_span_residual,bellman_residual,globally_certified_within_class,class_definition,minimum_feeder_weight,minimum_feeder_weight_fraction,best_feeder_weight,best_feeder_weight_fraction,best_candidate_kind,best_gain,critical_weight_count,candidate_weight_count,distinct_policy_count,critical_weights,lexicographic_weight,lexicographic_weight_fraction,lexicographic_gain,jsq_gain,improvement_over_lexicographic,improvement_over_jsq,best_tie_state_count,best_generator_residual,best_poisson_gain_error,best_cost_decomposition_error,check_checked_uniformized_rows,check_minimum_transition_probability,check_maximum_row_sum_error,check_rvi_stationary_gain_error,check_stationary_generator_residual,check_stationary_poisson_gain_error,check_arrival_promotion_flow_error,check_promotion_departure_flow_error,check_cost_decomposition_error
K2_B2_lambda0p25_rho0p25_muvm0p5_muc1_hvm1_hc1_cb10,2,2,0.25,0.25,0.5,1.0,0.25,1.0,1.0,10.0,81,0.8038398026528691,0.8038398026528711,0.0,True,0.8157297983753172,0.014791499106175355,0.8038398026528711,0.0,0.01188999572244609,0.0,0.0,0.0,308,9.244160992238903e-12,8.487627267683706e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,0.8038398026528711,2,4,4,"['1', '2']",3.0,3,0.8038398026528711,0.8157297983753172,0.0,0.01188999572244609,6,7.632783294297951e-17,3.275157922644212e-14,2.220446049250313e-16,117,0.0,2.220446049250313e-16,2.1641577419018176e-12,7.632783294297951e-17,3.652633751016765e-14,0.0,1.6653345369377348e-16,1.1102230246251565e-16
K2_B2_lambda0p5_rho0p5_muvm0p5_muc1_hvm1_hc1_cb10,2,2,0.5,0.5,0.5,1.0,0.25,1.0,1.0,10.0,81,1.9214376584646153,1.9214376584646145,0.0,True,1.9636883750851126,0.02198911655258128,1.9214376584646145,0.0,0.042250716620498174,0.0,0.0,0.0,360,9.798384326131782e-12,9.11998254693458e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,1.9214376584646145,2,4,4,"['1', '2']",3.0,3,1.9214376584646145,1.9636883750851126,0.0,0.042250716620498174,6,1.2967057982926633e-16,3.175237850427948e-14,0.0,117,0.0,1.1102230246251565e-16,8.874012635828876e-12,1.3877787807814457e-16,2.6201263381153694e-14,5.551115123125783e-17,1.6653345369377348e-16,0.0
K2_B2_lambda0p75_rho0p75_muvm0p5_muc1_hvm1_hc1_cb10,2,2,0.75,0.75,0.5,1.0,0.25,1.0,1.0,10.0,81,3.5395085840806866,3.539508584080688,0.0,True,3.6022522630706706,0.01772666388554059,3.539508584080688,0.0,0.06274367898998268,0.0,0.0,0.0,358,9.755751761986176e-12,9.06086317087329e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,3.539508584080688,2,4,4,"['1', '2']",3.0,3,3.539508584080688,3.6022522630706706,0.0,0.06274367898998268,6,6.591949208711867e-17,4.440892098500626e-14,4.440892098500626e-16,117,0.0,0.0,1.716760067438372e-11,1.5092094240998222e-16,3.907985046680551e-14,2.220446049250313e-16,1.1102230246251565e-16,8.881784197001252e-16
K2_B2_lambda1_rho1_muvm0p5_muc1_hvm1_hc1_cb10,2,2,1.0,1.0,0.5,1.0,0.25,1.0,1.0,10.0,81,5.582598171711195,5.582598171711195,0.0,True,5.646349635252987,0.011419676211847111,5.582598171711195,0.0,0.06375146354179151,0.0,0.0,0.0,327,9.471534667682135e-12,8.72324434908478e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,5.582598171711195,2,4,4,"['1', '2']",3.0,3,5.582598171711195,5.646349635252987,0.0,0.06375146354179151,6,2.0469737016526324e-16,4.263256414560601e-14,0.0,117,0.0,1.1102230246251565e-16,2.3996804543457984e-11,3.5388358909926865e-16,4.085620730620576e-14,1.1102230246251565e-16,0.0,0.0
K2_B2_lambda1p5_rho1p5_muvm0p5_muc1_hvm1_hc1_cb10,2,2,1.5,1.5,0.5,1.0,0.25,1.0,1.0,10.0,81,10.30234773257702,10.30234773257702,0.0,True,10.34433298837,0.004075309520005681,10.30234773257702,0.0,0.04198525579298007,0.0,0.0,0.0,253,9.812595180846984e-12,8.82649509037492e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,10.30234773257702,2,4,4,"['1', '2']",3.0,3,10.30234773257702,10.34433298837,0.0,0.04198525579298007,6,6.028164079019405e-17,7.105427357601002e-14,1.7763568394002505e-15,117,0.0,0.0,3.515765456540976e-11,1.0755285551056204e-16,7.105427357601002e-14,1.1102230246251565e-16,1.1102230246251565e-16,0.0
K2_B2_lambda0p5_rho0p25_muvm1_muc1_hvm1_hc1_cb10,2,2,0.5,0.25,1.0,1.0,0.5,1.0,1.0,10.0,81,1.0717969191188723,1.07179691911887,0.0,True,1.0915797791100181,0.018457657078739666,1.07179691911887,0.0,0.01978285999114804,0.0,0.0,0.0,177,9.197975714414497e-12,7.891270970006303e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,1.07179691911887,2,4,4,"['1', '2']",3.0,3,1.07179691911887,1.0915797791100181,0.0,0.01978285999114804,6,2.3505503099485736e-16,2.3314683517128287e-14,2.220446049250313e-16,117,0.0,2.220446049250313e-16,1.6058265828178264e-12,2.983724378680108e-16,2.6423307986078726e-14,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16
K2_B2_lambda1_rho0p5_muvm1_muc1_hvm1_hc1_cb10,2,2,1.0,0.5,1.0,1.0,0.5,1.0,1.0,10.0,81,2.760917310333057,2.760917310333051,0.0,True,2.8279629675774496,0.02428383385241791,2.760917310333051,0.0,0.0670456572443987,0.0,0.0,0.0,241,9.070078021977679e-12,8.121170402830558e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,2.760917310333051,2,4,4,"['1', '2']",3.0,3,2.760917310333051,2.8279629675774496,0.0,0.0670456572443987,6,3.0531133177191805e-16,3.597122599785507e-14,0.0,117,0.0,1.1102230246251565e-16,8.217426739065559e-12,4.2327252813834093e-16,3.9968028886505635e-14,3.3306690738754696e-16,1.1102230246251565e-16,0.0
K2_B2_lambda1p5_rho0p75_muvm1_muc1_hvm1_hc1_cb10,2,2,1.5,0.75,1.0,1.0,0.5,1.0,1.0,10.0,81,5.71253346699082,5.712533466990815,0.0,True,5.801431098680852,0.01556185748472481,5.712533466990815,0.0,0.0888976316900365,0.0,0.0,0.0,256,9.897860309138196e-12,8.911760218666132e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,5.712533466990815,2,4,4,"['1', '2']",3.0,3,5.712533466990815,5.801431098680852,0.0,0.0888976316900365,6,2.1510571102112408e-16,5.861977570020827e-14,0.0,117,0.0,0.0,2.022115808131275e-11,1.8041124150158794e-16,5.773159728050814e-14,4.440892098500626e-16,0.0,8.881784197001252e-16
K2_B2_lambda2_rho1_muvm1_muc1_hvm1_hc1_cb10,2,2,2.0,1.0,1.0,1.0,0.5,1.0,1.0,10.0,81,9.763070767676163,9.763070767676165,0.0,True,9.838222290517253,0.007697529253798219,9.763070767676165,0.0,0.07515152284108773,0.0,0.0,0.0,238,9.14468500923249e-12,8.160361275599826e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,9.763070767676165,2,4,4,"['1', '2']",3.0,3,9.763070767676165,9.838222290517253,0.0,0.07515152284108773,6,1.700029006457271e-16,4.796163466380676e-14,1.7763568394002505e-15,117,0.0,0.0,2.8387958650455403e-11,2.0643209364124004e-16,4.085620730620576e-14,4.440892098500626e-16,4.440892098500626e-16,0.0
K2_B2_lambda3_rho1p5_muvm1_muc1_hvm1_hc1_cb10,2,2,3.0,1.5,1.0,1.0,0.5,1.0,1.0,10.0,81,19.26559718783902,19.265597187839024,0.0,True,19.30014484161149,0.0017932303595695517,19.265597187839024,0.0,0.03454765377246716,0.0,0.0,0.0,186,9.599432360118954e-12,8.280487406864268e-12,True,uniform_argmin_r_q_plus_n_for_r_ge_minimum,1.0,1,3.0,3,lexicographic_feeder_first,19.265597187839024,2,4,4,"['1', '2']",3.0,3,19.265597187839024,19.30014484161149,0.0,0.03454765377246716,6,1.3877787807814457e-16,1.2434497875801753e-13,0.0,117,0.0,0.0,4.221689664518635e-11,9.020562075079397e-17,9.947598300641403e-14,0.0,4.440892098500626e-16,3.552713678800501e-15
